FL_DATE,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,AIR_TIME,DISTANCE
20060122,1111,11,1232,-2,120,733
20060123,,,,,,733
20060124,1053,-7,1220,-14,122,733
20060125,1055,-5,1209,-25,114,733
20060126,,,,,,733
20060127,1054,-6,1212,-22,118,733
20060128,1052,-8,1205,-29,114,733
20060129,1053,-7,1214,-20,119,733
20060130,1054,-6,1220,-14,119,733
20060131,1051,-9,1209,-25,112,733
20060101,1306,10,1625,19,108,732
20060102,1357,61,1702,56,109,732
20060103,1258,2,1607,1,104,732
20060104,1255,-1,1615,9,98,732
20060105,1300,4,1610,4,102,732
20060106,1252,-4,1622,16,122,732
20060107,1257,1,1609,3,103,732
20060108,1258,2,1553,-13,96,732
20060109,1254,-2,1603,-3,101,732
20060110,1254,-2,1558,-8,95,732
20060111,1246,-10,1606,0,104,732
20060112,1252,-4,1616,10,107,732
20060113,1255,-1,1704,58,116,732
20060114,1354,58,1650,44,97,732
20060115,1320,24,1610,4,93,732
20060116,1255,-1,1559,-7,97,732
20060117,1304,8,1706,60,124,732
20060118,1254,-2,1554,-12,99,732
20060119,1253,-3,1552,-14,93,732
20060120,1253,-3,1617,11,94,732
20060121,1328,32,1654,48,119,732
20060122,1347,51,1659,53,100,732
20060123,1253,-3,1644,38,104,732
20060124,1253,-3,1551,-15,92,732
20060125,1253,-3,1603,-3,96,732
20060126,1256,0,1555,-11,93,732
20060127,1253,-3,1601,-5,99,732
20060128,1301,5,1553,-13,91,732
20060129,1258,2,1614,8,96,732
20060130,1307,11,1619,13,93,732
20060131,1258,2,1559,-7,97,732
20060102,0557,-3,0825,-17,73,569
20060103,0558,-2,0825,-17,70,569
20060104,0556,-4,0831,-11,72,569
20060105,0556,-4,0821,-21,73,569
20060106,0557,-3,0835,-7,78,569
20060107,0555,-5,0842,0,72,569
20060109,0556,-4,0835,-7,83,569
20060110,0557,-3,0825,-17,75,569
20060111,0555,-5,0830,-12,75,569
20060112,0555,-5,0829,-13,72,569
20060113,0601,1,0832,-10,75,569
20060114,0556,-4,0828,-14,70,569
20060116,0557,-3,0831,-11,70,569
20060117,0556,-4,0836,-6,80,569
20060118,0557,-3,0832,-10,72,569
20060119,0556,-4,0833,-9,70,569
20060120,0553,-7,0827,-15,71,569
20060121,0640,40,0910,28,71,569
20060123,0557,-3,0822,-20,71,569
20060124,0556,-4,0829,-13,79,569
20060125,0558,-2,0830,-12,74,569
20060126,0557,-3,0832,-10,77,569
20060127,0555,-5,0822,-20,73,569
20060128,0559,-1,0908,26,78,569
20060130,0557,-3,0831,-11,76,569
20060131,0556,-4,0826,-16,73,569
20060101,1153,-7,1320,-11,129,733
20060102,1310,70,1652,201,131,733
20060103,1230,30,1348,17,116,733
20060104,1225,25,1345,14,114,733
20060105,1152,-8,1326,-5,116,733
20060106,1155,-5,1300,-31,105,733
20060107,1156,-4,1301,-30,108,733
20060108,1151,-9,1330,-1,131,733
20060109,1152,-8,1316,-15,125,733
20060110,1157,-3,1316,-15,122,733
20060111,1153,-7,1335,4,109,733
20060112,1151,-9,1309,-22,113,733
20060113,1222,22,1421,50,110,733
20060114,1153,-7,1300,-31,111,733
20060115,,,,,,733
20060116,,,,,,733
20060117,1155,-5,1334,3,121,733
20060118,1445,165,1559,148,114,733
20060119,1155,-5,1337,6,123,733
20060120,1153,-7,1335,4,137,733
20060121,1154,-6,1328,-3,133,733
20060122,1158,-2,1334,3,128,733
20060123,1216,16,1345,14,121,733
20060124,1200,0,1323,-8,118,733
20060125,1156,-4,1317,-14,108,733
20060126,1213,13,1333,2,110,733
20060127,1153,-7,1308,-23,112,733
20060128,1152,-8,1302,-29,115,733
20060129,1157,-3,1312,-19,117,733
20060130,1155,-5,1316,-15,117,733
20060131,,,,,,733
20060101,1413,-3,1540,-6,63,416
20060102,1734,198,1906,200,61,416
20060103,1435,19,1607,21,70,416
20060104,1419,3,1536,-10,65,416
20060105,1419,3,1539,-7,65,416
20060106,1523,67,1648,62,63,416
20060107,1413,-3,1536,-10,70,416
20060108,1412,-4,1537,-9,71,416
20060109,1411,-5,1534,-12,68,416
20060110,1414,-2,1529,-17,61,416
20060111,1524,68,1650,64,64,416
20060112,1415,-1,1533,-13,66,416
20060113,1519,63,1645,59,61,416
20060114,1411,-5,1537,-9,70,416
20060115,1413,-3,1530,-16,66,416
20060116,1413,-3,1541,-5,73,416
20060117,1415,-1,1535,-11,62,416
20060118,1630,134,1751,125,65,416
20060119,1414,-2,1535,-11,70,416
20060120,1416,0,1555,9,70,416
20060121,1414,-2,1537,-9,72,416
20060122,1415,-1,1549,3,81,416
20060123,1421,5,1539,-7,63,416
20060124,1415,-1,1541,-5,70,416
20060125,1415,-1,1538,-8,67,416
20060126,1412,-4,1532,-14,69,416
20060127,1413,-3,1534,-12,64,416
20060128,1410,-6,1533,-13,69,416
20060129,1411,-5,1535,-11,70,416
20060130,1413,-3,1531,-15,62,416
20060131,1415,-1,1538,-8,70,416
20060107,1137,12,1345,-7,166,1217
20060114,1118,-7,1323,-29,164,1217
20060121,1122,-3,1345,-7,190,1217
20060128,1119,-6,1335,-17,180,1217
20060102,0935,-4,1122,2,84,631
20060103,0933,-6,1111,-9,80,631
20060104,0937,-2,1108,-12,78,631
20060105,0941,2,1117,-3,77,631
20060106,0931,-8,1120,0,89,631
20060107,0932,-7,1120,0,88,631
20060109,0933,-6,1118,-2,76,631
20060110,0938,-1,1134,14,91,631
20060111,0937,-2,1117,-3,83,631
20060112,0938,-1,1115,-5,82,631
20060113,0934,-5,1114,-6,81,631
20060114,1058,79,1246,86,81,631
20060116,0935,-4,1103,-17,75,631
20060117,0929,-10,1108,-12,77,631
20060118,0933,-6,1114,-6,81,631
20060119,0936,-3,1112,-8,77,631
20060120,0937,-2,1107,-13,76,631
20060121,0935,-4,1108,-12,75,631
20060123,0935,-4,1110,-10,75,631
20060124,0946,7,1119,-1,78,631
20060125,0931,-8,1104,-16,77,631
20060126,0933,-6,1111,-9,82,631
20060127,0936,-3,1115,-5,82,631
20060128,0934,-5,1111,-9,76,631
20060130,0932,-7,1106,-14,77,631
20060131,0934,-5,1107,-13,82,631
20060101,0700,-5,0851,4,73,460
20060102,0704,-1,0833,-14,69,460
20060103,0700,-5,0837,-10,70,460
20060104,0700,-5,0839,-8,81,460
20060105,0703,-2,0829,-18,70,460
20060106,0702,-3,0821,-26,66,460
20060107,0700,-5,0830,-17,64,460
20060108,0702,-3,0848,1,72,460
20060109,0720,15,0853,6,78,460
20060110,0700,-5,0833,-14,74,460
20060111,0700,-5,0851,4,71,460
20060112,0702,-3,0839,-8,70,460
20060113,0702,-3,0832,-15,75,460
20060114,0852,107,1030,103,67,460
20060115,0701,-4,0850,3,76,460
20060116,0700,-5,0847,0,81,460
20060117,0702,-3,0842,-5,81,460
20060118,0659,-6,0834,-13,68,460
20060119,0711,6,0847,0,76,460
20060120,0701,-4,0845,-2,82,460
20060121,0705,0,0903,16,81,460
20060122,0656,-9,0857,10,87,460
20060123,0723,18,0856,9,78,460
20060124,0700,-5,0835,-12,76,460
20060125,0700,-5,0828,-19,72,460
20060126,0704,-1,0839,-8,73,460
20060127,0702,-3,0838,-9,73,460
20060128,0659,-6,0843,-4,81,460
20060129,0654,-11,0841,-6,74,460
20060130,0703,-2,0833,-14,68,460
20060131,0700,-5,0833,-14,68,460
20060102,1329,29,1732,177,125,733
20060103,1408,68,1535,60,121,733
20060104,1301,1,1445,10,119,733
20060105,1255,-5,1410,-25,117,733
20060106,1256,-4,1416,-19,125,733
20060108,1257,-3,1428,-7,129,733
20060109,1254,-6,1419,-16,124,733
20060110,1257,-3,1423,-12,123,733
20060111,1353,53,1528,53,114,733
20060112,1255,-5,1410,-25,112,733
20060113,1429,89,1617,102,113,733
20060115,1327,27,1441,6,114,733
20060116,1258,-2,1419,-16,118,733
20060117,1252,-8,1435,0,133,733
20060118,1447,107,1612,97,123,733
20060119,1255,-5,1424,-11,123,733
20060120,1256,-4,1440,5,140,733
20060122,1257,-3,1426,-9,129,733
20060123,1255,-5,1420,-15,121,733
20060124,1254,-6,1412,-23,118,733
20060125,1253,-7,1432,-3,107,733
20060126,,,,,,733
20060127,1256,-4,1410,-25,115,733
20060129,1255,-5,1418,-17,114,733
20060130,1253,-7,1409,-26,115,733
20060131,1259,-1,1413,-22,113,733
20060101,1525,-10,1909,28,228,1576
20060102,1527,-8,1856,15,215,1576
20060103,1533,-2,1918,37,245,1576
20060104,1533,-2,1848,7,221,1576
20060105,1533,-2,1841,0,226,1576
20060106,1546,11,1816,-25,198,1576
20060107,1658,83,1936,55,202,1576
20060108,1531,-4,1831,-10,210,1576
20060109,1532,-3,1836,-5,215,1576
20060110,1530,-5,1822,-19,212,1576
20060111,1532,-3,1844,3,239,1576
20060112,1532,-3,1839,-2,210,1576
20060113,1543,8,1920,39,241,1576
20060114,1612,37,2020,99,239,1576
20060115,1623,48,2032,111,222,1576
20060116,1530,-5,1859,18,250,1576
20060117,1528,-7,1843,2,227,1576
20060118,1529,-6,1832,-9,217,1576
20060119,1534,-1,1856,15,228,1576
20060120,1527,-8,1834,-7,225,1576
20060121,1529,-6,1825,-16,216,1576
20060122,1528,-7,1811,-30,210,1576
20060123,1530,-5,1817,-24,212,1576
20060124,1526,-9,1823,-18,222,1576
20060125,1527,-8,1822,-19,217,1576
20060126,1523,-12,1827,-14,222,1576
20060127,1826,171,2136,175,221,1576
20060128,1528,-7,1819,-22,218,1576
20060129,1535,0,1851,10,235,1576
20060130,1531,-4,1825,-16,218,1576
20060131,1530,-5,1822,-19,215,1576
20060101,1357,-3,1533,-5,129,733
20060102,1614,134,1802,144,120,733
20060103,1457,57,1715,97,118,733
20060104,1407,7,1548,10,119,733
20060105,1354,-6,1506,-32,112,733
20060106,1405,5,1518,-20,110,733
20060107,1354,-6,1539,1,108,733
20060108,1350,-10,1506,-32,118,733
20060109,1357,-3,1535,-3,134,733
20060110,1358,-2,1529,-9,127,733
20060111,,,,,,733
20060112,1404,4,1552,14,114,733
20060113,,,,,,733
20060114,1401,1,1530,-8,111,733
20060115,1423,23,1549,11,123,733
20060116,1402,2,1533,-5,118,733
20060117,1355,-5,1533,-5,120,733
20060118,,,,,,733
20060119,1358,-2,1533,-5,123,733
20060120,1358,-2,1547,9,138,733
20060121,1502,62,1644,87,133,733
20060122,1355,-5,1540,2,129,733
20060123,1355,-5,1529,-9,122,733
20060124,1426,26,1545,7,115,733
20060125,1358,-2,1517,-21,110,733
20060126,1403,3,1519,-19,110,733
20060127,1359,-1,1523,-15,111,733
20060128,1353,-7,1519,-19,123,733
20060129,1352,-8,1528,-10,117,733
20060130,1354,-6,1513,-25,116,733
20060131,,,,,,733
20060101,1613,-10,1745,-7,65,403
20060102,1851,148,2016,144,63,403
20060103,1810,107,1940,108,71,403
20060104,1640,17,1807,15,65,403
20060105,1736,73,1856,64,64,403
20060106,1624,1,1740,-12,60,403
20060108,1620,-3,1749,-3,71,403
20060109,1620,-3,1745,-7,71,403
20060110,1620,-3,1743,-9,69,403
20060111,1624,1,1748,-4,59,403
20060112,1625,2,1749,-3,65,403
20060113,1724,61,1839,47,56,403
20060115,1626,3,1744,-8,66,403
20060116,1622,-1,1748,-4,72,403
20060117,1623,0,1738,-14,63,403
20060118,1648,25,1810,18,65,403
20060119,1621,-2,1748,-4,66,403
20060120,,,,,,403
20060122,1620,-3,1751,-1,73,403
20060123,1619,-4,1736,-16,60,403
20060124,1626,3,1802,10,69,403
20060125,1623,0,1740,-12,63,403
20060126,1614,-9,1738,-14,64,403
20060127,1627,4,1743,-9,64,403
20060129,1618,-5,1745,-7,70,403
20060130,1628,5,1746,-6,62,403
20060131,1618,-5,1736,-16,66,403
20060101,0735,-2,0913,-4,84,631
20060102,0738,1,0912,-5,80,631
20060103,0732,-5,0913,-4,80,631
20060104,0735,-2,0910,-7,76,631
20060105,0732,-5,0904,-13,76,631
20060106,0736,-1,0928,11,92,631
20060107,0734,-3,0915,-2,88,631
20060108,0734,-3,0907,-10,78,631
20060109,0731,-6,0908,-9,79,631
20060110,0731,-6,0909,-8,80,631
20060111,0731,-6,0922,5,86,631
20060112,0733,-4,0918,1,81,631
20060113,0730,-7,0911,-6,81,631
20060114,0732,-5,0919,2,84,631
20060115,0732,-5,0903,-14,77,631
20060116,0728,-9,0901,-16,78,631
20060117,0819,42,0949,32,77,631
20060118,0733,-4,0915,-2,85,631
20060119,0733,-4,0903,-14,76,631
20060120,0727,-10,0858,-19,76,631
20060121,0731,-6,0912,-5,77,631
20060122,0730,-7,0910,-7,78,631
20060123,0731,-6,0921,4,74,631
20060124,0728,-9,0934,17,81,631
20060125,0730,-7,0908,-9,78,631
20060126,0733,-4,0910,-7,80,631
20060127,0727,-10,0914,-3,83,631
20060128,0734,-3,0913,-4,80,631
20060129,0733,-4,0905,-12,75,631
20060130,0735,-2,0904,-13,77,631
20060131,0732,-5,0913,-4,84,631
20060101,2133,3,0023,-4,90,733
20060102,2355,145,0252,145,96,733
20060103,2208,38,0125,58,85,733
20060104,2129,-1,0027,0,100,733
20060105,2125,-5,0018,-9,94,733
20060106,2127,-3,0019,-8,94,733
20060108,2126,-4,0009,-18,88,733
20060109,2127,-3,0015,-12,86,733
20060110,2125,-5,0015,-12,93,733
20060111,2139,9,0037,10,101,733
20060112,2126,-4,0025,-2,96,733
20060113,2319,109,0305,158,144,733
20060115,2124,-6,0013,-14,89,733
20060116,2124,-6,0009,-18,84,733
20060117,2208,38,0057,30,94,733
20060118,2125,-5,0014,-13,93,733
20060119,2146,16,0033,6,87,733
20060120,0028,178,0325,178,89,733
20060122,2123,-7,0005,-22,89,733
20060123,2129,-1,0014,-13,88,733
20060124,2128,-2,0015,-12,91,733
20060125,2123,-7,0017,-10,92,733
20060126,2131,1,0035,8,99,733
20060127,2124,-6,0014,-13,91,733
20060129,2144,14,0048,21,96,733
20060130,2129,-1,0024,-3,98,733
20060131,2118,-12,0009,-18,86,733
20060101,1716,177,2300,165,204,1721
20060102,1719,180,2305,170,198,1721
20060103,1513,54,2122,67,216,1721
20060104,1457,38,2041,26,193,1721
20060105,1427,8,2007,-8,203,1721
20060106,1436,17,2002,-13,188,1721
20060108,1418,-1,2007,-8,210,1721
20060109,1421,2,2009,-6,212,1721
20060110,1417,-2,2011,-4,212,1721
20060111,1430,11,2015,0,202,1721
20060112,1445,26,2034,19,209,1721
20060113,1711,172,2248,153,194,1721
20060115,1422,3,2019,4,206,1721
20060116,1428,9,2004,-11,202,1721
20060117,1504,45,2100,45,204,1721
20060118,1423,4,2029,14,205,1721
20060119,1444,25,2030,15,206,1721
20060120,,,,,,1721
20060122,1419,0,2013,-2,211,1721
20060123,1419,0,2031,16,232,1721
20060124,1510,51,2054,39,203,1721
20060125,1431,12,2030,15,211,1721
20060126,1425,6,2023,8,210,1721
20060127,1424,5,2013,-2,206,1721
20060129,1428,9,2016,1,205,1721
20060130,1446,27,2028,13,200,1721
20060131,1416,-3,2001,-14,201,1721
20060101,1509,9,1637,-1,122,733
20060102,1809,189,1951,193,114,733
20060103,1708,128,1848,130,116,733
20060104,1531,31,1713,35,122,733
20060105,1458,-2,1610,-28,116,733
20060106,1459,-1,1618,-20,107,733
20060108,1502,2,1635,-3,125,733
20060109,,,,,,733
20060110,1454,-6,1621,-17,131,733
20060111,1509,9,1712,34,114,733
20060112,1455,-5,1641,3,112,733
20060113,1719,139,1828,110,98,733
20060115,1457,-3,1615,-23,114,733
20060116,1457,-3,1633,-5,132,733
20060117,1501,1,1740,62,119,733
20060118,1709,129,1920,162,117,733
20060119,1511,11,1646,8,122,733
20060120,1500,0,1711,33,142,733
20060122,1457,-3,1628,-10,127,733
20060123,1454,-6,1628,-10,124,733
20060124,1516,16,1705,27,118,733
20060125,1459,-1,1624,-14,113,733
20060126,1509,9,1627,-11,111,733
20060127,1503,3,1616,-22,110,733
20060129,1456,-4,1628,-10,115,733
20060130,1458,-2,1622,-16,114,733
20060131,1500,0,1623,-15,116,733
20060101,1734,11,2020,19,244,1721
20060102,2054,211,2317,196,242,1721
20060103,1929,126,2209,128,256,1721
20060104,1802,39,2031,30,251,1721
20060105,1814,51,2107,66,278,1721
20060106,1720,-3,2008,7,270,1721
20060107,1722,-1,1951,-10,247,1721
20060108,1733,10,2009,8,252,1721
20060109,1718,-5,1954,-7,252,1721
20060110,1735,12,2008,7,255,1721
20060111,1757,34,2033,32,260,1721
20060112,1728,5,2027,26,270,1721
20060113,1748,25,2028,27,256,1721
20060114,1718,-5,1948,-13,247,1721
20060115,1720,-3,1945,-16,240,1721
20060116,1725,2,2004,3,250,1721
20060117,1723,0,2037,36,268,1721
20060118,1721,-2,2024,23,264,1721
20060119,1735,12,2003,2,251,1721
20060120,1829,66,2120,79,242,1721
20060121,1723,0,1954,-7,244,1721
20060122,1721,-2,1945,-16,245,1721
20060123,1941,138,2207,126,248,1721
20060124,1800,37,2103,76,279,1721
20060125,1722,-1,1947,-14,241,1721
20060126,1721,-2,1949,-12,243,1721
20060127,1720,-3,2003,2,259,1721
20060128,1719,-4,1945,-16,246,1721
20060129,1719,-4,1946,-15,251,1721
20060130,1729,6,2005,4,256,1721
20060131,1719,-4,1958,-3,263,1721
20060101,1655,25,1851,64,98,337
20060102,1817,107,1948,121,55,337
20060103,1627,-3,1754,7,69,337
20060104,1624,-6,1733,-14,54,337
20060105,1627,-3,1732,-15,50,337
20060106,1630,0,1734,-13,51,337
20060108,1715,45,1822,35,52,337
20060109,1627,-3,1736,-11,52,337
20060110,1621,-9,1730,-17,52,337
20060111,1622,-8,1733,-14,57,337
20060112,1624,-6,1728,-19,52,337
20060113,1624,-6,1736,-11,60,337
20060115,1627,-3,1805,18,66,337
20060116,1633,3,1755,8,58,337
20060117,1624,-6,,,,337
20060118,1624,-6,1738,-9,61,337
20060119,1623,-7,1737,-10,58,337
20060120,1646,16,1754,7,56,337
20060122,1650,20,1801,14,54,337
20060123,1634,4,1740,-7,54,337
20060124,1627,-3,1731,-16,51,337
20060125,1625,-5,1745,-2,60,337
20060126,1742,72,1855,68,56,337
20060127,1710,40,1821,34,58,337
20060129,1626,-4,1742,-5,55,337
20060130,1622,-8,1752,5,70,337
20060131,1622,-8,1747,0,58,337
20060101,1554,-6,1745,2,133,733
20060102,1905,185,2054,191,124,733
20060103,1759,119,1949,126,115,733
20060104,1622,22,1759,16,121,733
20060105,1604,4,1729,-14,118,733
20060106,1556,-4,1717,-26,113,733
20060107,1552,-8,1736,-7,122,733
20060108,1555,-5,1754,11,131,733
20060109,1557,-3,1740,-3,138,733
20060110,1559,-1,1744,1,132,733
20060111,1635,35,1834,51,126,733
20060112,1555,-5,1737,-6,114,733
20060113,,,,,,733
20060114,1600,0,1720,-23,109,733
20060115,1556,-4,1728,-15,119,733
20060116,1556,-4,1725,-18,119,733
20060117,1558,-2,1759,16,127,733
20060118,1824,144,1945,122,118,733
20060119,1555,-5,1733,-10,124,733
20060120,,,,,,733
20060121,1552,-8,1720,-23,134,733
20060122,1556,-4,1739,-4,127,733
20060123,1633,33,1755,12,118,733
20060124,1558,-2,1813,30,132,733
20060125,1626,26,1810,27,111,733
20060126,1553,-7,1719,-24,111,733
20060127,1556,-4,1711,-32,115,733
20060128,,,,,,733
20060129,1607,7,1742,-1,132,733
20060130,1558,-2,1750,7,120,733
20060131,1633,33,1828,45,128,733
20060101,1959,-1,2307,4,90,733
20060102,2309,189,0215,192,100,733
20060103,2208,128,0124,141,89,733
20060104,2005,5,2301,-2,94,733
20060105,2004,4,2314,11,99,733
20060106,1957,-3,2251,-12,95,733
20060107,2016,16,2301,-2,87,733
20060108,1955,-5,2247,-16,86,733
20060109,1955,-5,2231,-32,85,733
20060110,1955,-5,2249,-14,98,733
20060111,2126,86,0039,96,100,733
20060112,2003,3,2316,13,98,733
20060113,2057,57,0106,123,117,733
20060114,2008,8,2325,22,115,733
20060115,1957,-3,2305,2,96,733
20060116,2000,0,2253,-10,84,733
20060117,2047,47,2348,45,95,733
20060118,2058,58,0002,59,97,733
20060119,1957,-3,2308,5,104,733
20060120,,,,,,733
20060121,2114,74,2400,57,81,733
20060122,1958,-2,2254,-9,92,733
20060123,2008,8,2313,10,88,733
20060124,2055,55,2347,44,92,733
20060125,2030,30,2324,21,94,733
20060126,1958,-2,2329,26,102,733
20060127,1953,-7,2252,-11,98,733
20060128,2031,31,2313,10,87,733
20060129,2112,72,0018,75,97,733
20060130,2047,47,0004,61,99,733
20060131,1953,-7,2323,20,88,733
20060101,1534,50,1838,44,101,813
20060102,1519,35,1824,30,97,813
20060103,1503,19,1821,27,100,813
20060104,1500,16,1802,8,100,813
20060105,1451,7,1800,6,111,813
20060106,1443,-1,1755,1,113,813
20060107,1443,-1,1752,-2,107,813
20060108,1449,5,1743,-11,94,813
20060109,1454,10,1752,-2,99,813
20060110,1442,-2,1805,11,105,813
20060111,1458,14,1800,6,104,813
20060112,1444,0,1750,-4,107,813
20060113,1443,-1,1747,-7,105,813
20060114,1444,0,1749,-5,96,813
20060115,1451,7,1744,-10,93,813
20060116,1440,-4,1808,14,120,813
20060117,1447,3,1750,-4,104,813
20060118,1442,-2,1738,-16,98,813
20060119,1501,17,1805,11,101,813
20060120,1514,30,1815,21,95,813
20060121,1614,90,1908,74,97,813
20060122,1459,15,,,,813
20060123,1451,7,1802,8,100,813
20060124,1539,55,1849,55,101,813
20060125,1451,7,1802,8,110,813
20060126,1513,29,1819,25,100,813
20060127,1500,16,1758,4,100,813
20060128,1509,25,1810,16,101,813
20060129,1454,10,1819,25,100,813
20060130,1445,1,1748,-6,104,813
20060131,1435,-9,1747,-7,104,813
20060101,1700,0,1916,33,128,733
20060102,1809,69,2012,89,119,733
20060103,1900,120,2029,106,121,733
20060104,1717,17,1852,9,121,733
20060105,1704,4,1831,-12,111,733
20060106,1658,-2,1828,-15,114,733
20060107,1657,-3,1903,20,122,733
20060108,1653,-7,1850,7,132,733
20060109,1656,-4,1831,-12,125,733
20060110,1704,4,1842,-1,127,733
20060111,1734,34,1932,49,119,733
20060112,1657,-3,1837,-6,116,733
20060113,1901,121,2020,97,112,733
20060114,1655,-5,1811,-32,110,733
20060115,1717,17,1834,-9,116,733
20060116,1702,2,1857,14,123,733
20060117,1715,15,1910,27,129,733
20060118,1659,-1,1832,-11,118,733
20060119,1731,31,1912,29,129,733
20060120,,,,,,733
20060121,1743,43,1917,34,130,733
20060122,1656,-4,1850,7,129,733
20060123,1701,1,1843,0,124,733
20060124,1739,39,2007,84,149,733
20060125,1659,-1,1847,4,111,733
20060126,1729,29,1852,9,112,733
20060127,1658,-2,1840,-3,114,733
20060128,1655,-5,1840,-3,125,733
20060129,1654,-6,1849,6,130,733
20060130,1656,-4,1825,-18,112,733
20060131,1819,79,1942,59,118,733
20060101,1903,3,2211,4,93,733
20060102,0001,301,0304,297,101,733
20060103,2109,129,0030,143,92,733
20060104,1956,56,2308,61,98,733
20060105,1931,31,2228,21,95,733
20060106,1858,-2,2147,-20,97,733
20060108,1859,-1,2155,-12,94,733
20060109,1938,38,2216,9,82,733
20060110,1914,14,2216,9,99,733
20060111,2038,98,0025,138,94,733
20060112,1857,-3,2200,-7,102,733
20060113,2106,126,0116,189,120,733
20060115,1900,0,2244,37,104,733
20060116,2027,87,2314,67,84,733
20060117,1958,58,2326,79,111,733
20060118,2004,64,2336,89,102,733
20060119,1902,2,2233,26,130,733
20060120,,,,,,733
20060122,1923,23,2209,2,91,733
20060123,1855,-5,2216,9,88,733
20060124,2007,67,2259,52,95,733
20060125,1946,46,2257,50,107,733
20060126,1903,3,2244,37,109,733
20060127,1901,1,2209,2,105,733
20060129,2048,108,2346,99,96,733
20060130,2022,82,2340,93,102,733
20060131,1944,44,2324,77,93,733
20060101,1223,13,1821,7,206,1723
20060102,1640,270,2224,250,196,1723
20060103,1246,36,1913,59,211,1723
20060104,1304,54,1918,64,225,1723
20060105,1204,-6,1844,30,253,1723
20060106,1201,-9,1811,-3,225,1723
20060107,1210,0,1808,-6,213,1723
20060108,1243,33,1822,8,190,1723
20060109,1222,12,1821,7,214,1723
20060110,1207,-3,1816,2,220,1723
20060111,1255,45,1922,68,227,1723
20060112,1205,-5,1758,-16,211,1723
20060113,1223,13,1830,16,222,1723
20060114,1205,-5,1814,0,199,1723
20060115,1202,-8,1744,-30,187,1723
20060116,1210,0,1851,37,210,1723
20060117,1206,-4,1920,66,232,1723
20060118,1201,-9,1736,-38,196,1723
20060119,1212,2,1754,-20,199,1723
20060120,1347,97,1936,82,195,1723
20060121,1206,-4,1840,26,196,1723
20060122,1230,20,1831,17,199,1723
20060123,1203,-7,1747,-27,209,1723
20060124,1244,34,1914,60,242,1723
20060125,1216,6,1820,6,213,1723
20060126,1203,-7,1807,-7,205,1723
20060127,1208,-2,1756,-18,206,1723
20060128,1210,0,1816,2,222,1723
20060129,1232,22,1831,17,220,1723
20060130,1203,-7,1807,-7,215,1723
20060131,1206,-4,1807,-7,210,1723
20060101,1805,5,1953,9,131,733
20060102,2039,159,2156,132,116,733
20060103,2003,123,2137,113,127,733
20060104,1757,-3,1939,-5,120,733
20060105,1755,-5,1927,-17,112,733
20060106,1758,-2,1955,11,112,733
20060107,1758,-2,1938,-6,121,733
20060108,1750,-10,1929,-15,137,733
20060109,1754,-6,1942,-2,129,733
20060110,1757,-3,2000,16,133,733
20060111,1837,37,2015,31,132,733
20060112,1805,5,2000,16,114,733
20060113,2231,271,2334,230,104,733
20060114,1759,-1,1944,0,111,733
20060115,1806,6,1935,-9,116,733
20060116,1759,-1,1945,1,131,733
20060117,1828,28,1959,15,118,733
20060118,1944,104,2115,91,117,733
20060119,1824,24,2002,18,129,733
20060120,,,,,,733
20060121,1754,-6,1955,11,134,733
20060122,1757,-3,1946,2,128,733
20060123,1752,-8,1925,-19,124,733
20060124,1801,1,2004,20,135,733
20060125,1809,9,1936,-8,109,733
20060126,1809,9,1935,-9,108,733
20060127,1800,0,1940,-4,111,733
20060128,1754,-6,1937,-7,125,733
20060129,1820,20,1951,7,119,733
20060130,1759,-1,1932,-12,108,733
20060131,1824,24,2003,19,121,733
20060101,2028,-2,2221,-9,33,177
20060102,2237,127,0033,123,32,177
20060103,2213,103,0033,123,40,177
20060104,2030,0,2221,-9,33,177
20060105,2030,0,2229,-1,36,177
20060106,2031,1,2224,-6,31,177
20060108,2030,0,2222,-8,33,177
20060109,2024,-6,2219,-11,35,177
20060110,2035,5,2237,7,36,177
20060111,2053,23,2253,23,37,177
20060112,2049,19,2243,13,35,177
20060113,2247,137,0056,146,46,177
20060115,2028,-2,2218,-12,30,177
20060116,2025,-5,2224,-6,33,177
20060117,2059,29,2304,34,41,177
20060118,2148,78,2340,70,32,177
20060119,2045,15,2236,6,32,177
20060120,,,,,,177
20060122,2028,-2,2223,-7,36,177
20060123,2025,-5,2218,-12,37,177
20060124,2048,18,2233,3,31,177
20060125,2025,-5,2217,-13,31,177
20060126,2021,-9,2212,-18,30,177
20060127,2043,13,2230,0,30,177
20060129,2029,-1,2227,-3,34,177
20060130,2042,12,2233,3,31,177
20060131,2037,7,2230,0,32,177
20060101,1800,0,2055,-13,92,733
20060102,1906,66,2242,94,126,733
20060103,2220,260,0149,281,90,733
20060104,1825,25,2150,42,94,733
20060105,1758,-2,2106,-2,103,733
20060106,1756,-4,2108,0,108,733
20060107,1759,-1,2055,-13,96,733
20060108,1757,-3,2048,-20,90,733
20060109,1802,2,2119,11,94,733
20060110,1756,-4,2047,-21,94,733
20060111,1914,74,2237,89,102,733
20060112,1759,-1,2108,0,108,733
20060113,,,,,,733
20060114,1755,-5,2102,-6,108,733
20060115,1759,-1,2143,35,128,733
20060116,1756,-4,2113,5,111,733
20060117,1845,45,2214,66,126,733
20060118,1942,102,2252,104,98,733
